t1	p	t2
_:b3383316675_arc85d0b4	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b838952739_arc141ab1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2869442201_arc141ab2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b3691972111_arc141ab3	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1114346412_arc141ab4	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b4069026762_arcc9c7b4	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2240764764_arcc9c7b5	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b478546662_arcc9c7b6	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1803631216_arcc9c7b7	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2195889989_arcc9c7b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b468438783_arcc9c7b2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1827470953_arcc9c7b3	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2272351471_arc7898b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b511182165_arc7898b2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1769944515_arc7898b3	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b4215154657_arcc9c7b8	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2352551799_arcc9c7b9	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b4075784353_arcc9c7b10	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1069569616_arc70e4b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b806637108_arcb45ab5	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1192459938_arcb45ab4	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b930712109_arcb45ab1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2926631831_arcb45ab2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b3648514817_arcb45ab3	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1601094301_arccf12b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b3328676647_arccf12b2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2975900593_arccf12b3	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b788805138_arccf12b4	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1476593284_arccf12b5	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b3238680382_arccf12b6	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1809574587_arcf64fb1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b4073896705_arcf64fb2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2245364631_arcf64fb3	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b464592436_arcf64fb4	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b14002560_arc7a2db1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2581395514_arc7a2db2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b4007381164_arc7a2db3	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b3667794711_arc735cb1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2118022613_arc3010b2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b3879150703_arc3010b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
http://www.aktors.org/ontology/portal#Thesis-Reference	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
http://www.aktors.org/ontology/portal#Book-Reference	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1624676982_arc5278b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1523738666_arc5e13b2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b3285924240_arc5e13b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b768956604_arc5e13b3	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b679852510_arc5731b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b2978801764_arc5731b2	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Person
_:b1405611134_b4	http://www.aktors.org/ontology/portal#cites-publication-reference	http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference
http://www.aktors.org/ontology/portal#Book-Section-Reference	http://www.aktors.org/ontology/portal#cites-publication-reference	http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference
_:b3450042845_b3	http://www.aktors.org/ontology/portal#cites-publication-reference	http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference
_:b598546673_b1	http://www.aktors.org/ontology/portal#cites-publication-reference	http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference
_:b3131328843_b2	http://www.aktors.org/ontology/portal#cites-publication-reference	http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference
_:b1420437607_b0	http://www.aktors.org/ontology/portal#cites-publication-reference	http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference
_:b616619240_b5	http://www.aktors.org/ontology/portal#cites-publication-reference	http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference
_:b2581395514_arc7a2db2	http://www.aktors.org/ontology/portal#cites-publication-reference	http://www.aktors.org/ontology/portal#Conference-Proceedings-Reference
http://www.aktors.org/ontology/portal#Thesis-Reference	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Affiliated-Person
_:b598546673_b1	http://www.aktors.org/ontology/portal#has-author	http://www.aktors.org/ontology/portal#Affiliated-Person
http://www.w3.org/2002/07/owl#FunctionalProperty	http://www.w3.org/2000/01/rdf-schema#range	http://www.w3.org/2000/01/rdf-schema#Datatype
http://www.w3.org/2002/07/owl#DatatypeProperty	http://www.w3.org/2000/01/rdf-schema#range	http://www.w3.org/2000/01/rdf-schema#Datatype
http://www.w3.org/2002/07/owl#AnnotationProperty	http://www.w3.org/2000/01/rdf-schema#range	http://www.w3.org/2000/01/rdf-schema#Datatype
http://www.w3.org/2002/07/owl#ObjectProperty	http://www.w3.org/2002/07/owl#inverseOf	http://www.w3.org/2002/07/owl#FunctionalProperty
http://www.w3.org/2002/07/owl#Restriction	http://www.w3.org/2002/07/owl#onProperty	http://www.w3.org/2002/07/owl#FunctionalProperty
http://www.w3.org/2003/11/swrl#IndividualPropertyAtom	http://www.w3.org/2003/11/swrl#propertyPredicate	http://www.w3.org/2002/07/owl#FunctionalProperty
http://www.w3.org/2002/07/owl#InverseFunctionalProperty	http://www.w3.org/2002/07/owl#inverseOf	http://www.w3.org/2002/07/owl#FunctionalProperty
http://purl.org/spar/pso/PublicationStatus	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://www.w3.org/2002/07/owl#NamedIndividual
http://purl.org/spar/pro/PublishingRole	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://www.w3.org/2002/07/owl#NamedIndividual
http://www.w3.org/2002/07/owl#Restriction	http://www.w3.org/2002/07/owl#hasValue	http://www.w3.org/2002/07/owl#NamedIndividual
http://www.w3.org/2003/11/swrl#IndividualPropertyAtom	http://www.w3.org/2003/11/swrl#argument2	http://www.w3.org/2003/11/swrl#Variable
http://www.w3.org/2003/11/swrl#IndividualPropertyAtom	http://www.w3.org/2003/11/swrl#argument1	http://www.w3.org/2003/11/swrl#Variable
http://www.w3.org/2003/11/swrl#SameIndividualAtom	http://www.w3.org/2003/11/swrl#argument1	http://www.w3.org/2003/11/swrl#Variable
http://www.w3.org/2003/11/swrl#DifferentIndividualsAtom	http://www.w3.org/2003/11/swrl#argument1	http://www.w3.org/2003/11/swrl#Variable
http://www.w3.org/2003/11/swrl#SameIndividualAtom	http://www.w3.org/2003/11/swrl#argument2	http://www.w3.org/2003/11/swrl#Variable
http://www.w3.org/2003/11/swrl#DifferentIndividualsAtom	http://www.w3.org/2003/11/swrl#argument2	http://www.w3.org/2003/11/swrl#Variable
http://www.w3.org/2003/11/swrl#ClassAtom	http://www.w3.org/2003/11/swrl#argument1	http://www.w3.org/2003/11/swrl#Variable
http://www.w3.org/2003/11/swrl#DatavaluedPropertyAtom	http://www.w3.org/2003/11/swrl#argument1	http://www.w3.org/2003/11/swrl#Variable
http://www.w3.org/2002/07/owl#ObjectProperty	http://www.w3.org/2002/07/owl#inverseOf	http://www.w3.org/2002/07/owl#TransitiveProperty
http://www.w3.org/2002/07/owl#Restriction	http://www.w3.org/2002/07/owl#onProperty	http://www.w3.org/2002/07/owl#TransitiveProperty
http://www.w3.org/2002/07/owl#ObjectProperty	http://www.w3.org/2000/01/rdf-schema#subPropertyOf	http://www.w3.org/2002/07/owl#SymmetricProperty
http://www.w3.org/2002/07/owl#TransitiveProperty	http://www.w3.org/2000/01/rdf-schema#subPropertyOf	http://www.w3.org/2002/07/owl#SymmetricProperty
http://www.w3.org/2002/07/owl#NamedIndividual	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://purl.org/spar/pso/PublicationStatus
http://www.w3.org/2002/07/owl#NamedIndividual	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://purl.org/spar/pro/PublishingRole
http://www.w3.org/2002/07/owl#Restriction	http://www.w3.org/2002/07/owl#hasValue	http://purl.org/spar/datacite/ResourceIdentifierScheme
